frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.54, 0.00, 0.59, 0.00, 1.17, 1.35, 0.00, 0.60, 0.71, 0.22, 0.81, 2.32, 0.00, 0.00, 0.00, 0.12, 0.07, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.43, 0.00, 0.45, 0.00, 1.26, 1.39, 0.00, 0.54, 0.71, 0.32, 0.85, 2.11, 0.00, 0.00, 0.00, 0.10, 0.23, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.29, 0.00, 0.38, 0.00, 1.33, 1.37, 0.00, 0.46, 0.75, 0.42, 0.83, 1.93, 0.00, 0.00, 0.00, 0.08, 0.36, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.29, 0.00, 0.36, 0.00, 1.38, 1.40, 0.00, 0.39, 0.85, 0.57, 0.84, 1.79, 0.00, 0.00, 0.00, 0.02, 0.33, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.34, 0.00, 0.40, 0.00, 1.38, 1.42, 0.01, 0.41, 0.95, 0.68, 0.80, 1.96, 0.00, 0.00, 0.00, 0.02, 0.26, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.39, 0.00, 0.47, 0.00, 1.42, 1.66, 0.02, 0.47, 0.97, 0.74, 0.80, 2.04, 0.00, 0.00, 0.00, 0.06, 0.28, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.31, 0.00, 0.51, 0.00, 1.48, 1.61, 0.07, 0.53, 0.97, 0.74, 0.90, 2.06, 0.00, 0.00, 0.00, 0.06, 0.36, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
8,  0,  0.233,  0.98,  1, 0.24, 0.00, 0.50, 0.00, 1.54, 1.65, 0.05, 0.62, 0.99, 0.79, 0.84, 2.00, 0.00, 0.00, 0.00, 0.06, 0.47, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
9,  0,  0.267,  0.98,  1, 0.23, 0.00, 0.44, 0.00, 1.56, 1.48, 0.05, 0.66, 1.03, 0.79, 0.90, 1.99, 0.00, 0.00, 0.00, 0.00, 0.48, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
10,  0,  0.300,  0.98,  1, 0.43, 0.15, 0.39, 0.00, 1.53, 1.13, 0.00, 0.64, 1.02, 0.83, 0.78, 1.87, 0.00, 0.00, 0.00, 0.00, 1.25, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
11,  0,  0.333,  0.98,  1, 0.50, 0.43, 0.24, 0.00, 1.36, 0.61, 0.00, 0.64, 0.96, 0.67, 0.70, 1.78, 0.04, 0.00, 0.00, 0.01, 1.80, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
12,  0,  0.367,  0.98,  1, 0.70, 0.64, 0.12, 0.00, 1.26, 0.31, 0.00, 0.65, 0.96, 0.44, 0.72, 1.66, 0.04, 0.00, 0.00, 0.01, 2.55, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
13,  0,  0.400,  0.93,  1, 0.67, 0.52, 0.05, 0.00, 1.22, 0.60, 0.00, 0.69, 0.90, 0.26, 0.77, 1.88, 0.04, 0.00, 0.00, 0.01, 2.23, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
14,  0,  0.433,  0.93,  1, 0.75, 0.29, 0.06, 0.00, 1.31, 1.03, 0.02, 0.63, 0.89, 0.22, 0.78, 1.86, 0.02, 0.00, 0.00, 0.04, 1.88, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
15,  0,  0.467,  0.93,  1, 0.66, 0.08, 0.05, 0.00, 1.24, 1.19, 0.08, 0.50, 0.84, 0.30, 0.69, 1.87, 0.02, 0.00, 0.00, 0.05, 1.13, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
16,  0,  0.500,  0.98,  1, 0.54, 0.06, 0.04, 0.00, 1.12, 1.11, 0.10, 0.33, 0.84, 0.29, 0.65, 1.65, 0.02, 0.00, 0.00, 0.08, 0.71, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
17,  0,  0.533,  0.98,  1, 0.29, 0.00, 0.03, 0.00, 0.97, 1.03, 0.13, 0.36, 0.82, 0.36, 0.46, 1.55, 0.00, 0.00, 0.00, 0.39, 0.40, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
18,  0,  0.567,  0.93,  1, 0.11, 0.00, 0.03, 0.00, 0.89, 0.96, 0.12, 0.36, 0.75, 0.45, 0.23, 1.55, 0.00, 0.00, 0.00, 0.69, 0.22, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.600,  0.93,  1, 0.00, 0.00, 0.00, 0.00, 0.92, 1.12, 0.19, 0.56, 0.65, 0.58, 0.17, 1.60, 0.00, 0.00, 0.00, 1.20, 0.07, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20,  0,  0.633,  0.98,  1, 0.00, 0.00, 0.17, 0.00, 0.99, 1.42, 0.29, 0.52, 0.52, 0.55, 0.32, 1.80, 0.00, 0.00, 0.00, 1.22, 0.02, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
21,  0,  0.667,  0.98,  1, 0.00, 0.00, 0.26, 0.00, 1.08, 1.55, 0.51, 0.67, 0.43, 0.49, 0.44, 1.79, 0.00, 0.00, 0.00, 1.32, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
22,  0,  0.700,  0.98,  1, 0.00, 0.00, 0.36, 0.00, 1.10, 1.65, 0.70, 0.71, 0.39, 0.45, 0.61, 1.66, 0.00, 0.00, 0.00, 1.25, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
23,  0,  0.733,  0.98,  1, 0.00, 0.00, 0.27, 0.00, 1.09, 1.49, 0.78, 0.82, 0.41, 0.53, 0.65, 1.57, 0.00, 0.00, 0.00, 1.26, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
24,  0,  0.767,  0.98,  1, 0.00, 0.00, 0.32, 0.00, 1.03, 1.54, 0.70, 0.87, 0.48, 0.55, 0.83, 1.48, 0.00, 0.00, 0.00, 1.33, 0.01, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
25,  0,  0.800,  0.98,  1, 0.00, 0.00, 0.34, 0.00, 0.97, 1.57, 0.66, 0.91, 0.55, 0.55, 0.89, 1.56, 0.00, 0.00, 0.00, 1.33, 0.04, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
26,  0,  0.833,  0.98,  1, 0.00, 0.00, 0.36, 0.00, 0.93, 1.66, 0.62, 0.93, 0.58, 0.48, 0.98, 1.60, 0.00, 0.00, 0.00, 1.42, 0.16, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
27,  0,  0.867,  0.98,  1, 0.00, 0.00, 0.26, 0.00, 0.97, 1.72, 0.61, 0.97, 0.57, 0.44, 1.00, 1.69, 0.00, 0.00, 0.00, 1.48, 0.25, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
28,  0,  0.900,  0.98,  1, 0.00, 0.00, 0.27, 0.00, 1.03, 1.56, 0.63, 0.98, 0.54, 0.37, 0.82, 1.55, 0.00, 0.00, 0.01, 1.46, 0.23, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
29,  0,  0.933,  0.98,  1, 0.00, 0.00, 0.16, 0.00, 1.04, 1.33, 0.63, 0.96, 0.51, 0.38, 0.74, 1.42, 0.00, 0.00, 0.07, 1.38, 0.15, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00
30,  0,  0.967,  0.98,  1, 0.00, 0.00, 0.13, 0.00, 1.03, 1.30, 0.66, 0.91, 0.47, 0.40, 0.58, 1.22, 0.00, 0.00, 0.15, 1.32, 0.09, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00
31,  0,  1.000,  0.98,  1, 0.00, 0.00, 0.05, 0.00, 0.94, 1.40, 0.64, 0.73, 0.41, 0.44, 0.61, 1.15, 0.00, 0.00, 0.24, 1.31, 0.19, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00
32,  0,  1.033,  0.98,  1, 0.00, 0.00, 0.07, 0.00, 0.96, 1.62, 0.66, 0.66, 0.37, 0.54, 0.50, 0.92, 0.00, 0.00, 0.32, 1.34, 0.20, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
33,  0,  1.067,  0.98,  1, 0.00, 0.00, 0.06, 0.00, 0.99, 1.63, 0.58, 0.60, 0.36, 0.54, 0.48, 0.80, 0.00, 0.00, 0.33, 1.34, 0.25, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
34,  0,  1.100,  0.98,  1, 0.00, 0.00, 0.10, 0.00, 1.06, 1.61, 0.58, 0.66, 0.35, 0.48, 0.45, 0.61, 0.00, 0.00, 0.35, 1.33, 0.19, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
35,  0,  1.133,  0.98,  1, 0.00, 0.00, 0.14, 0.00, 1.10, 1.55, 0.56, 0.72, 0.37, 0.37, 0.54, 0.68, 0.00, 0.00, 0.28, 1.33, 0.25, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
36,  0,  1.167,  0.98,  1, 0.00, 0.00, 0.20, 0.00, 1.12, 1.55, 0.61, 0.76, 0.36, 0.35, 0.62, 0.82, 0.00, 0.00, 0.20, 1.29, 0.26, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
37,  0,  1.200,  0.98,  1, 0.00, 0.00, 0.17, 0.00, 1.14, 1.42, 0.56, 0.79, 0.38, 0.34, 0.62, 1.01, 0.00, 0.00, 0.16, 1.19, 0.28, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
38,  0,  1.233,  0.98,  1, 0.00, 0.00, 0.21, 0.00, 1.14, 1.50, 0.52, 0.82, 0.41, 0.28, 0.68, 0.97, 0.00, 0.00, 0.24, 1.09, 0.28, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
39,  0,  1.267,  0.98,  1, 0.00, 0.00, 0.35, 0.00, 1.15, 1.52, 0.47, 0.93, 0.44, 0.28, 0.52, 0.84, 0.00, 0.00, 0.40, 1.09, 0.24, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
40,  0,  1.300,  0.98,  1, 0.00, 0.00, 0.58, 0.00, 1.13, 1.57, 0.49, 0.90, 0.45, 0.36, 0.44, 0.72, 0.00, 0.00, 0.50, 1.21, 0.18, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
41,  0,  1.333,  0.98,  1, 0.00, 0.00, 0.57, 0.00, 1.12, 1.46, 0.61, 0.96, 0.46, 0.37, 0.28, 0.57, 0.00, 0.00, 0.70, 1.38, 0.06, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
42,  0,  1.367,  0.98,  1, 0.00, 0.00, 0.55, 0.00, 1.15, 1.39, 0.76, 0.95, 0.46, 0.45, 0.32, 0.41, 0.00, 0.00, 0.83, 1.41, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
43,  0,  1.400,  0.98,  1, 0.00, 0.00, 0.54, 0.00, 1.22, 1.70, 0.84, 1.05, 0.49, 0.43, 0.20, 0.19, 0.00, 0.00, 1.09, 1.49, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
44,  0,  1.433,  0.98,  1, 0.00, 0.00, 0.64, 0.13, 1.27, 1.76, 0.85, 1.00, 0.46, 0.60, 0.10, 0.08, 0.00, 0.00, 1.33, 1.64, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
45,  0,  1.467,  0.98,  1, 0.00, 0.00, 0.62, 0.13, 1.24, 1.93, 0.84, 1.00, 0.48, 0.69, 0.00, 0.00, 0.00, 0.00, 1.67, 1.92, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
46,  0,  1.500,  0.98,  1, 0.00, 0.00, 0.51, 0.13, 1.22, 1.76, 0.81, 0.96, 0.50, 0.90, 0.00, 0.00, 0.00, 0.00, 1.78, 2.02, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
47,  0,  1.533,  0.98,  1, 0.00, 0.00, 0.47, 0.00, 1.27, 1.74, 0.85, 0.91, 0.63, 1.19, 0.03, 0.40, 0.00, 0.00, 1.51, 1.95, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
48,  0,  1.567,  0.93,  1, 0.00, 0.00, 0.46, 0.00, 1.28, 1.76, 0.86, 0.85, 0.71, 1.31, 0.15, 0.83, 0.00, 0.00, 1.10, 1.80, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
49,  0,  1.600,  0.93,  1, 0.00, 0.00, 0.50, 0.00, 1.26, 1.70, 0.90, 0.91, 0.75, 1.41, 0.29, 1.34, 0.00, 0.00, 0.79, 1.66, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
50,  0,  1.633,  0.93,  1, 0.00, 0.00, 0.55, 0.00, 1.24, 1.73, 0.82, 0.99, 0.75, 1.34, 0.28, 1.42, 0.00, 0.00, 0.73, 1.53, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
51,  0,  1.667,  0.93,  1, 0.00, 0.00, 0.54, 0.00, 1.27, 1.55, 0.76, 1.09, 0.71, 1.41, 0.27, 1.42, 0.00, 0.00, 0.70, 1.50, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
52,  0,  1.700,  0.93,  1, 0.00, 0.00, 0.52, 0.00, 1.29, 1.42, 0.71, 1.03, 0.72, 1.50, 0.15, 1.30, 0.00, 0.00, 0.71, 1.47, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
53,  0,  1.733,  0.93,  1, 0.00, 0.00, 0.50, 0.00, 1.24, 1.24, 0.67, 1.05, 0.66, 1.51, 0.20, 1.26, 0.00, 0.00, 0.75, 1.49, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
54,  0,  1.767,  0.93,  1, 0.00, 0.00, 0.44, 0.00, 1.16, 1.26, 0.67, 1.02, 0.66, 1.52, 0.11, 1.20, 0.00, 0.00, 0.85, 1.51, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
55,  0,  1.800,  0.98,  1, 0.00, 0.00, 0.37, 0.00, 1.09, 1.45, 0.61, 1.03, 0.66, 1.48, 0.15, 1.35, 0.00, 0.00, 0.84, 1.60, 0.35, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
56,  0,  1.833,  0.98,  1, 0.00, 0.00, 0.29, 0.00, 1.08, 1.46, 0.71, 1.02, 0.71, 1.43, 0.11, 1.38, 0.00, 0.00, 0.79, 1.56, 0.43, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
57,  0,  1.867,  0.98,  1, 0.00, 0.00, 0.22, 0.00, 1.14, 1.47, 0.70, 1.06, 0.72, 1.46, 0.22, 1.54, 0.00, 0.00, 0.76, 1.46, 0.30, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
58,  0,  1.900,  0.98,  1, 0.00, 0.00, 0.24, 0.00, 1.13, 1.40, 0.59, 1.09, 0.76, 1.30, 0.55, 1.49, 0.00, 0.00, 0.65, 1.15, 0.08, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
59,  0,  1.933,  0.98,  1, 0.00, 0.00, 0.16, 0.00, 1.18, 1.45, 0.44, 1.13, 0.76, 1.39, 0.58, 1.61, 0.00, 0.00, 0.55, 1.09, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
60,  0,  1.967,  0.98,  1, 0.00, 0.00, 0.27, 0.00, 1.16, 1.53, 0.50, 1.16, 0.76, 1.46, 0.59, 1.52, 0.00, 0.00, 0.43, 0.97, 0.23, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
61,  0,  2.000,  0.98,  1, 0.00, 0.00, 0.26, 0.00, 1.20, 1.49, 0.68, 1.23, 0.80, 1.59, 0.33, 1.65, 0.00, 0.00, 0.50, 1.11, 0.38, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
62,  0,  2.033,  0.98,  1, 0.00, 0.00, 0.36, 0.00, 1.17, 1.67, 0.79, 1.18, 0.86, 1.68, 0.41, 1.60, 0.00, 0.00, 0.57, 1.08, 0.34, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
63,  0,  2.067,  0.98,  1, 0.00, 0.00, 0.36, 0.00, 1.17, 1.73, 0.59, 1.10, 0.86, 1.34, 0.63, 1.69, 0.00, 0.00, 0.55, 1.10, 0.34, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
64,  0,  2.100,  0.98,  1, 0.00, 0.00, 0.31, 0.00, 1.16, 1.73, 0.50, 1.08, 0.84, 1.34, 0.71, 1.56, 0.00, 0.00, 0.57, 0.98, 0.22, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
65,  0,  2.133,  0.98,  1, 0.00, 0.00, 0.19, 0.00, 1.19, 1.62, 0.50, 1.20, 0.89, 1.27, 0.68, 1.62, 0.04, 0.00, 0.50, 0.93, 0.19, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
66,  0,  2.167,  0.98,  1, 0.00, 0.00, 0.13, 0.00, 1.20, 1.57, 0.50, 1.28, 0.98, 1.41, 0.67, 1.59, 0.06, 0.00, 0.47, 0.91, 0.09, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
67,  0,  2.200,  0.98,  1, 0.00, 0.00, 0.17, 0.00, 1.23, 1.61, 0.49, 1.31, 0.96, 1.49, 0.56, 1.74, 0.17, 0.00, 0.42, 0.93, 0.09, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
68,  0,  2.233,  0.98,  1, 0.00, 0.00, 0.23, 0.00, 1.23, 1.64, 0.46, 1.33, 0.94, 1.37, 0.73, 1.85, 0.13, 0.00, 0.47, 0.79, 0.04, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
69,  0,  2.267,  0.98,  1, 0.00, 0.00, 0.18, 0.00, 1.20, 1.48, 0.44, 1.34, 0.89, 1.30, 0.64, 1.94, 0.20, 0.00, 0.50, 0.65, 0.04, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
70,  0,  2.300,  0.98,  1, 0.00, 0.00, 0.25, 0.00, 1.19, 1.70, 0.39, 1.32, 0.92, 1.03, 0.89, 1.85, 0.13, 0.00, 0.45, 0.57, 0.02, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
71,  0,  2.333,  0.98,  1, 0.00, 0.00, 0.30, 0.00, 1.14, 1.77, 0.30, 1.17, 0.86, 0.94, 0.88, 1.59, 0.13, 0.02, 0.45, 0.68, 0.02, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
