AU,coefficient
AU10_r,-0.8827523760414551
AU12_r,-0.7302665970483329
AU20_r,0.3896314679153143
AU26_r,0.3673015872249349
AU17_r,0.36720217515750087
AU05_r,-0.320909762378094
AU04_r,-0.306354281190618
AU06_r,0.28349918786107736
AU14_r,0.1915035815195287
AU02_r,-0.1783267879888302
AU07_r,-0.08837438757727405
AU25_r,0.07792720779353723
AU01_r,-0.06824703098864186
AU09_r,-0.06231010687348671
AU23_r,-0.039507825248664245
AU45_r,0.027028529498169255
AU15_r,0.005524479965874746
