frame,timestamp,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
1,0.0,0.98,0.0,0.0,1.94,0.0,0.0,1.34,0.24,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.41,0.29,0.0
2,0.033,0.98,0.0,0.0,2.0,0.0,0.0,1.19,0.31,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.33,0.35,0.0
3,0.067,0.98,0.0,0.0,1.98,0.0,0.0,1.18,0.28,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.28,0.36,0.0
4,0.1,0.98,0.0,0.0,1.95,0.0,0.0,1.16,0.17,0.0,0.0,0.0,0.02,0.0,0.0,0.07,0.26,0.34,0.0
5,0.133,0.98,0.0,0.0,1.9,0.0,0.0,1.19,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.17,0.18,0.0
6,0.167,0.98,0.0,0.0,1.86,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.17,0.13,0.0
7,0.2,0.98,0.0,0.0,1.8,0.07,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.2,0.16,0.0
8,0.233,0.98,0.0,0.0,1.7,0.07,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.27,0.24,0.19,0.0
9,0.267,0.98,0.0,0.0,1.79,0.07,0.02,1.45,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.28,0.16,0.47
10,0.3,0.98,0.0,0.06,1.87,0.0,0.02,1.39,0.13,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.42,0.1,1.03
11,0.333,0.98,0.0,0.06,2.1,0.0,0.02,1.69,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.08,1.52
12,0.367,0.98,0.08,0.06,2.14,0.0,0.0,1.72,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.2,1.25
13,0.4,0.98,0.25,0.11,2.23,0.0,0.0,1.81,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.72
14,0.433,0.98,0.41,0.11,2.15,0.0,0.0,1.51,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.42,0.23
15,0.467,0.98,0.46,0.11,2.11,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.43,0.03
16,0.5,0.98,0.42,0.0,2.04,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.47,0.0
17,0.533,0.98,0.32,0.0,2.06,0.0,0.0,1.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.54,0.0
18,0.567,0.98,0.28,0.0,2.11,0.0,0.0,1.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.5,0.0
19,0.6,0.98,0.27,0.03,2.18,0.0,0.0,1.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.49,0.0
20,0.633,0.98,0.36,0.08,2.23,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.45,0.0
21,0.667,0.98,0.44,0.08,2.28,0.0,0.0,1.21,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.47,0.0
22,0.7,0.98,0.48,0.05,2.31,0.0,0.0,1.12,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.46,0.0
23,0.733,0.98,0.48,0.0,2.35,0.0,0.0,1.14,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.44,0.0
24,0.767,0.98,0.35,0.0,2.3,0.06,0.0,1.13,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.33,0.0
25,0.8,0.98,0.27,0.01,2.31,0.06,0.0,1.15,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.3,0.0
26,0.833,0.98,0.19,0.02,2.23,0.1,0.0,1.2,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.38,0.26,0.0
27,0.867,0.98,0.26,0.02,2.26,0.05,0.0,1.26,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.37,0.25,0.0
28,0.9,0.98,0.24,0.11,2.26,0.17,0.0,1.28,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.39,0.16,0.0
29,0.933,0.98,0.27,0.16,2.25,0.15,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.42,0.17,0.0
30,0.967,0.98,0.17,0.16,2.13,0.27,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.43,0.18,0.0
31,1.0,0.98,0.13,0.09,2.06,0.16,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.47,0.28,0.0
32,1.033,0.98,0.08,0.11,2.04,0.19,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.52,0.33,0.0
33,1.067,0.98,0.15,0.11,2.1,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.35,0.0
34,1.1,0.98,0.21,0.09,2.13,0.06,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.45,0.38,0.0
35,1.133,0.98,0.26,0.01,2.14,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.39,0.33,0.0
36,1.167,0.98,0.32,0.02,2.15,0.01,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.37,0.35,0.0
37,1.2,0.98,0.4,0.04,2.17,0.01,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.27,0.0
38,1.233,0.98,0.42,0.1,2.16,0.04,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.24,0.0
39,1.267,0.98,0.43,0.16,2.23,0.06,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.16,0.0
40,1.3,0.98,0.41,0.26,2.18,0.19,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.25,0.0
41,1.333,0.98,0.39,0.28,2.23,0.15,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.28,0.0
42,1.367,0.98,0.43,0.26,2.08,0.35,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.34,0.0
43,1.4,0.98,0.34,0.18,2.01,0.27,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.25,0.0
44,1.433,0.98,0.4,0.2,1.94,0.36,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.17,0.0
45,1.467,0.98,0.35,0.2,1.98,0.19,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.09,0.0
46,1.5,0.98,0.48,0.23,2.05,0.22,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.13,0.0
47,1.533,0.98,0.38,0.18,2.06,0.13,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.2,0.0
48,1.567,0.98,0.33,0.11,2.06,0.09,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.25,0.0
49,1.6,0.98,0.3,0.05,2.09,0.03,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.22,0.0
50,1.633,0.98,0.32,0.02,2.11,0.05,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.33,0.06
51,1.667,0.98,0.35,0.07,2.15,0.04,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.4,0.06
52,1.7,0.98,0.26,0.15,2.14,0.03,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.45,0.06
53,1.733,0.98,0.17,0.14,2.08,0.05,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.37,0.0
54,1.767,0.98,0.14,0.09,2.06,0.06,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.35,0.0
55,1.8,0.98,0.16,0.0,2.05,0.06,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.35,0.0
56,1.833,0.98,0.2,0.0,2.04,0.09,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.4,0.0
57,1.867,0.98,0.18,0.07,1.98,0.07,0.0,0.93,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.38,0.0
58,1.9,0.98,0.2,0.07,1.93,0.09,0.0,0.89,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.41,0.0
59,1.933,0.98,0.22,0.13,1.9,0.01,0.0,0.86,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.37,0.0
60,1.967,0.98,0.29,0.17,1.98,0.01,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.33,0.0
61,2.0,0.98,0.33,0.24,2.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.29,0.0
62,2.033,0.98,0.38,0.17,2.06,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.28,0.0
63,2.067,0.98,0.36,0.13,2.02,0.03,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.32,0.0
64,2.1,0.98,0.29,0.06,1.99,0.03,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.35,0.0
65,2.133,0.98,0.29,0.07,1.95,0.08,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.41,0.0
66,2.167,0.98,0.24,0.05,1.96,0.05,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.42,0.0
67,2.2,0.98,0.28,0.15,2.0,0.12,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.38,0.0
68,2.233,0.98,0.17,0.14,2.0,0.12,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.36,0.0
69,2.267,0.98,0.18,0.11,2.04,0.11,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.36,0.0
70,2.3,0.98,0.13,0.08,2.07,0.14,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0
71,2.333,0.98,0.25,0.13,2.16,0.11,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.41,0.0
72,2.367,0.98,0.27,0.22,2.2,0.13,0.0,1.23,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.39,0.0
73,2.4,0.98,0.39,0.24,2.27,0.02,0.0,1.34,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.34,0.0
74,2.433,0.98,0.4,0.18,2.27,0.04,0.0,1.31,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.32,0.0
75,2.467,0.98,0.44,0.15,2.25,0.02,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.33,0.0
76,2.5,0.98,0.36,0.07,2.21,0.02,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.35,0.0
77,2.533,0.98,0.32,0.09,2.16,0.03,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.34,0.0
78,2.567,0.98,0.27,0.05,2.12,0.03,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.36,0.0
79,2.6,0.98,0.32,0.12,2.19,0.03,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.33,0.0
80,2.633,0.98,0.33,0.13,2.25,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.34,0.0
81,2.667,0.98,0.29,0.17,2.22,0.0,0.0,1.24,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.34,0.34
82,2.7,0.98,0.19,0.1,2.14,0.0,0.0,1.15,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.34,0.99
83,2.733,0.98,0.1,0.28,2.21,0.0,0.0,0.78,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.27,1.9
84,2.767,0.98,0.09,0.42,2.39,0.0,0.0,0.41,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.26,2.6
85,2.8,0.98,0.1,0.57,2.44,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.26,2.99
86,2.833,0.98,0.16,0.57,2.38,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.27,3.15
87,2.867,0.98,0.21,0.52,2.29,0.0,0.0,0.14,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.23,3.18
88,2.9,0.98,0.2,0.55,2.29,0.0,0.0,0.37,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.25,3.05
89,2.933,0.98,0.15,0.5,2.44,0.0,0.0,0.7,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.21,2.69
90,2.967,0.98,0.07,0.51,2.52,0.0,0.0,1.13,0.11,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.65,0.26,2.17
91,3.0,0.98,0.14,0.65,2.55,0.0,0.0,1.59,0.1,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.64,0.3,1.66
92,3.033,0.98,0.29,0.71,2.39,0.0,0.0,1.85,0.02,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.54,0.35,1.08
93,3.067,0.98,0.5,0.76,2.28,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.33,0.55
94,3.1,0.98,0.48,0.51,2.16,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.34,0.21
95,3.133,0.98,0.37,0.31,2.12,0.0,0.0,1.67,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.32,0.1
96,3.167,0.98,0.21,0.21,2.06,0.0,0.0,1.46,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.33,0.11
97,3.2,0.98,0.23,0.23,2.08,0.0,0.0,1.43,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.25,0.04
98,3.233,0.98,0.3,0.26,2.05,0.0,0.0,1.23,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.24,0.04
99,3.267,0.98,0.44,0.15,2.03,0.0,0.0,1.22,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.49,0.26,0.0
100,3.3,0.98,0.56,0.16,2.08,0.0,0.0,1.29,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.45,0.29,0.07
101,3.333,0.98,0.6,0.16,2.17,0.0,0.0,1.58,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.43,0.31,0.08
102,3.367,0.98,0.54,0.15,2.22,0.0,0.0,1.78,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.25,0.08
103,3.4,0.98,0.5,0.12,2.18,0.0,0.0,1.64,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.25,0.01
104,3.433,0.98,0.53,0.06,2.17,0.0,0.0,1.4,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.25,0.01
105,3.467,0.98,0.55,0.07,2.25,0.0,0.0,1.21,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.29,0.08
106,3.5,0.98,0.6,0.13,2.28,0.0,0.0,1.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.29,0.13
107,3.533,0.98,0.54,0.13,2.2,0.01,0.0,1.17,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.32,0.12
108,3.567,0.98,0.57,0.3,2.11,0.01,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.26,0.08
109,3.6,0.98,0.49,0.28,2.06,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.3,0.02
110,3.633,0.98,0.46,0.28,2.12,0.0,0.0,1.55,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.33,0.02
111,3.667,0.98,0.32,0.22,2.15,0.0,0.0,1.82,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.45,0.26
112,3.7,0.98,0.2,0.21,2.2,0.0,0.0,1.83,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.5,1.11
113,3.733,0.98,0.14,0.35,2.26,0.0,0.0,1.43,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.5,2.11
114,3.767,0.98,0.12,0.33,2.29,0.0,0.0,1.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.44,2.86
