emotion,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
悲伤,0.09978423236514525,0.05887966804979253,1.4940553250345783,0.03914522821576764,0.2749211618257261,1.349524204702628,0.0357344398340249,0.6653195020746888,1.1879197786998617,0.2613914246196404,0.08250069156293223,0.22034301521438449,0.05609405255878285,0.04891009681881051,0.13195297372060857,0.17148547717842325,0.22992254495159062
中性,0.061777777777777786,0.03560555555555556,0.8230777777777778,0.027611111111111114,0.0,0.01817777777777778,0.01967777777777778,0.3647166666666667,0.1816722222222222,0.0,0.04605000000000001,0.12764444444444445,0.03361111111111111,0.046227777777777784,0.07651111111111111,0.10556666666666666,0.17338333333333336
积极,0.11370654396728017,0.05229038854805725,0.50719836400818,0.035,0.08474948875255624,0.5250357873210634,0.04090490797546013,0.8193865030674847,0.7546625766871166,0.0504038854805726,0.07925869120654398,0.19212167689161552,0.08954498977505111,0.07457055214723927,0.17922801635991822,0.12539877300613497,0.12618098159509203
