,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,0.060000000000000005,4.31,77.0,3.35,3.89,7.38,0.11,122.66,38.68,30.74,14.18,0.0,10.55,27.49,17.63,20.87,0.04,4.47,0.26,63.33,0.0,21.35,79.32000000000001,0.12,75.42,18.97,6.57,18.31,122.44,0.0,13.370000000000001,14.02,65.62,0.09,6.03,15.07,73.14,10.93,3.31,12.44,0.0,137.11,17.81,31.94,0.87,2.59,0.0,1.24,74.84,102.22,2.31,1.82,2.71,83.78,0.27,37.25,82.62,0.89,116.64,49.27,47.18,4.36,5.03,50.17,27.04,13.32,22.72,0.0
1,0.15000000000000002,12.59,59.6,0.09,13.01,42.19,0.0,107.44,20.74,43.89,0.31,15.52,3.75,5.37,16.02,11.5,0.0,0.11,30.669999999999998,79.83,0.0,34.81,32.01,0.0,119.15,47.66,37.97,1.6500000000000001,81.05,0.0,1.28,71.5,61.3,0.0,0.21000000000000002,1.84,73.19,0.28,6.72,49.11,0.0,103.87,5.69,0.92,0.26,45.23,0.0,2.97,105.33,153.19,0.0,20.74,6.46,108.05,6.68,4.2,99.85,0.0,105.93,21.04,26.8,0.27,65.09,2.71,10.26,6.4,31.8,4.48
2,0.85,0.0,73.14,0.0,16.03,27.11,0.27,92.94,13.56,27.13,0.0,25.39,10.63,0.0,8.64,28.8,0.18,3.68,24.49,73.08,0.0,36.48,55.09,0.0,90.27,41.39,3.0500000000000003,2.59,65.0,0.18,0.0,38.07,43.980000000000004,0.0,0.24,7.35,82.81,0.74,6.34,51.33,0.0,96.28,2.27,7.57,2.21,74.6,0.0,0.08,95.5,182.29,1.57,11.5,0.0,101.85,4.28,11.4,77.11,0.0,67.01,16.09,29.94,0.0,65.73,0.0,3.35,0.0,0.1,8.120000000000001
3,0.12,0.8200000000000001,66.58,0.36,6.93,22.64,0.0,92.21000000000001,14.11,21.64,0.0,30.14,1.32,0.02,14.06,20.04,0.72,18.22,3.2,65.92,1.02,31.43,63.88,0.06,80.63,16.57,4.51,6.18,82.91,0.0,0.0,32.21,49.19,0.0,6.28,0.64,47.16,0.0,48.18,102.63,7.76,168.25,25.98,0.8200000000000001,2.21,66.55,0.93,0.0,40.26,41.59,3.87,20.59,0.0,94.69,0.78,26.22,69.63,1.32,61.94,23.42,33.27,1.44,35.53,0.0,0.0,0.0,0.0,8.68
4,8.16,1.71,75.07,0.0,1.6,35.08,0.0,82.47,5.3,23.84,0.0,28.25,1.1,0.04,15.07,3.7199999999999998,3.48,6.03,0.09,65.16,0.0,43.51,43.91,0.15,81.69,23.64,1.76,16.94,111.42999999999999,0.0,0.0,17.43,42.18,0.0,0.86,0.0,28.48,0.54,54.16,92.32,18.28,224.26,41.22,17.5,19.88,66.85,10.69,0.0,52.88,27.84,0.0,2.21,1.29,82.63,1.45,2.31,36.64,0.15,106.02,36.27,42.63,2.7,7.5,1.95,5.68,1.73,11.46,26.94
5,14.71,10.91,83.02,0.29000000000000004,7.4,18.84,0.0,93.14,20.2,33.11,0.06,3.08,5.65,7.180000000000001,13.52,2.41,3.69,16.1,0.5,62.43,0.03,40.82,70.24,0.0,83.03,20.41,3.43,3.83,81.1,0.54,0.0,19.71,5.24,0.0,1.55,4.13,6.99,2.02,51.24,77.65,6.85,164.82,16.36,22.0,105.14,56.57,19.37,0.0,107.11,73.87,2.71,0.72,0.24,77.12,0.21000000000000002,0.13999999999999999,18.75,6.79,127.00999999999999,34.48,15.77,26.46,22.31,2.23,56.5,3.7800000000000002,74.91,69.48
6,4.65,4.76,69.97,18.43,0.0,25.1,0.0,100.34,44.24,80.11,0.3,0.0,7.01,37.41,0.39,1.53,24.31,8.9,0.5700000000000001,69.69,0.0,38.13,72.66,0.03,87.94,18.06,15.4,0.12,48.08,0.33,0.0,27.88,1.06,0.0,36.58,19.4,1.54,11.15,58.86,140.28,0.0,112.64,8.75,0.0,149.97,74.61,63.63,3.84,118.31,90.29,4.97,0.0,0.0,67.2,1.1400000000000001,16.05,50.33,0.0,113.95,54.5,53.89,38.7,1.55,50.6,57.52,2.61,14.33,7.71
7,18.55,0.93,90.37,8.5,4.59,68.59,0.0,46.14,35.13,68.34,0.06,0.03,0.87,3.59,0.54,0.0,0.76,11.71,1.3,71.87,0.0,41.58,73.3,0.0,89.03,16.05,22.81,0.0,32.51,1.1500000000000001,0.0,30.69,1.69,0.0,38.88,49.3,0.64,15.040000000000001,86.43,132.46,0.0,52.88,13.82,0.0,193.63,79.89,145.33,0.0,124.53999999999999,51.31,0.0,0.0,0.0,83.3,0.0,30.95,61.25,0.8200000000000001,101.33,40.48,35.87,12.19,1.56,44.33,4.07,9.9,3.52,10.67
8,10.870000000000001,0.0,80.44,3.77,8.11,80.2,0.0,73.37,13.25,12.61,0.55,28.97,1.21,0.0,5.6899999999999995,19.96,0.0,14.370000000000001,21.85,85.19,0.0,43.52,76.44,4.0200000000000005,100.45,16.98,49.53,0.39,24.77,8.15,0.0,66.91,47.01,4.93,28.53,45.11,0.0,9.47,91.44,127.76,0.0,51.33,23.330000000000002,0.0,205.76,82.3,138.06,0.0,132.01,53.6,0.0,0.04,0.0,77.62,2.4,10.85,89.74,7.92,111.77,17.79,6.88,13.77,25.45,6.34,41.46,11.540000000000001,92.0,21.3
9,15.01,0.0,58.6,0.0,33.17,87.13,28.86,139.49,13.5,6.44,1.68,26.42,0.19,0.0,61.22,58.01,3.57,44.34,61.95,86.3,0.0,54.19,81.9,1.5,137.68,38.15,84.84,0.0,27.09,5.29,0.0,53.85,0.0,3.92,33.27,49.4,0.24,16.38,88.9,124.15,0.0,83.09,30.39,0.0,197.92,99.3,112.06,0.0,102.26,74.57,0.0,2.64,0.84,76.91,9.11,0.04,24.9,3.1,119.97,18.4,16.34,10.88,16.080000000000002,2.66,60.089999999999996,0.81,54.85,55.45
