,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,0.0,0.0,15.89,1.4,33.6,42.75,0.12,62.47,6.31,19.509999999999998,0.5,0.0,0.0,0.06,29.02,0.9600000000000001,8.84,2.18,0.0,26.88,1.38,44.230000000000004,57.31,1.6300000000000001,71.38,10.86,0.0,0.0,9.36,0.0,0.0,29.59,19.21,0.0,0.11,7.83,5.26,0.0,41.45,67.9,0.09,69.48,7.55,0.45,21.51,39.61,5.07,19.53,0.0,0.32,3.64,3.63,0.03,6.14,0.0,37.019999999999996,65.66,0.12,77.66,7.78,0.98,3.02,20.45,0.0,0.0,5.53,13.459999999999999,3.25
1,0.06,0.0,17.3,3.72,29.17,34.56,0.0,63.72,8.06,11.42,3.06,0.12,0.0,3.87,26.01,12.25,3.71,10.52,0.33,26.16,0.39,42.47,62.85,2.27,72.15,8.93,0.0,1.94,8.41,0.0,0.0,24.75,18.8,0.0,0.44999999999999996,0.12,11.38,0.15000000000000002,43.269999999999996,66.96,0.0,68.34,9.26,3.13,3.2800000000000002,23.36,4.4,12.76,1.54,11.17,0.24,1.75,1.52,12.69,0.0,35.01,51.87,0.0,72.86,7.01,1.09,5.25,17.82,1.65,0.0,3.04,7.18,3.89
2,0.0,0.0,17.1,6.47,36.97,49.2,0.09,67.53,5.49,25.96,0.0,2.37,0.16,4.41,21.43,16.66,6.58,10.55,0.18,28.259999999999998,1.09,42.54,61.59,2.94,71.17,7.08,0.0,2.0300000000000002,8.88,0.0,0.0,25.78,15.22,0.0,0.0,0.0,10.35,0.15,44.17,73.24,0.15,67.85,9.51,1.45,1.44,7.0,5.6000000000000005,0.42,20.52,4.88,0.01,0.02,0.16,12.72,0.21000000000000002,30.83,40.63,0.0,64.63,5.02,20.97,0.74,10.27,0.65,0.0,2.74,6.63,13.05
3,0.33,1.62,8.06,1.74,33.93,58.43,0.32,71.38,9.58,7.23,0.0,2.16,0.26,0.0,27.3,12.16,3.19,8.99,1.41,19.49,0.74,41.14,61.38,1.75,73.61,6.74,0.0,3.7800000000000002,11.73,0.0,0.0,18.66,6.55,3.2,0.0,0.0,6.0,0.0,41.68,62.769999999999996,0.0,72.27,9.04,4.41,2.5,17.66,10.61,4.43,6.88,14.04,0.44,0.0,0.38,10.27,0.09,28.27,42.88,0.0,62.44,10.22,30.71,3.12,6.49,0.11000000000000001,4.45,2.85,16.740000000000002,19.060000000000002
4,1.6800000000000002,3.3,12.66,0.24000000000000002,39.33,63.1,1.61,77.94,14.15,4.59,0.0,2.31,0.0,0.0,36.9,18.2,0.26,5.6,2.23,13.77,0.15000000000000002,38.89,62.67,0.06,75.01,8.33,0.0,7.23,20.06,0.12,1.4700000000000002,5.05,3.3,2.58,2.08,0.84,10.11,0.0,37.06,53.79,0.0,71.74,10.41,17.75,0.0,10.9,8.21,3.07,8.61,18.52,8.22,0.0,1.4500000000000002,9.15,6.59,32.06,33.93,0.0,64.21,10.76,24.65,8.32,1.51,0.38,6.63,15.129999999999999,17.77,18.93
5,5.95,0.0,15.66,2.59,38.93,54.85,0.16,74.82,10.629999999999999,0.38,0.48,2.18,0.0,0.0,33.43,9.24,0.0,0.15,0.79,7.65,0.42000000000000004,42.14,58.15,0.0,61.11,15.3,6.01,0.12000000000000001,50.89,2.16,28.02,0.0,0.19,2.73,0.48,0.74,17.26,0.6900000000000001,37.74,57.79,0.0,69.84,11.2,21.94,0.0,5.91,9.72,1.54,4.96,8.9,6.45,0.54,1.57,0.66,5.42,11.87,7.48,0.0,60.12,14.46,13.12,13.01,0.36,0.0,18.78,17.88,23.67,2.68
6,1.86,0.0,13.959999999999999,7.72,37.91,56.449999999999996,2.38,73.26,6.87,0.0,0.16,3.47,0.0,0.0,29.38,8.34,1.8900000000000001,0.0,0.18,7.7,0.31,38.09,48.449999999999996,0.0,60.8,13.8,5.44,0.12,53.85,8.54,35.25,0.0,0.0,1.07,0.0,0.3,12.77,4.79,37.11,49.6,0.0,67.18,10.93,26.0,0.0,0.04,1.09,0.47000000000000003,13.11,4.6,6.949999999999999,0.0,2.19,7.18,0.74,12.0,9.709999999999999,0.0,43.44,7.86,5.92,8.22,0.74,0.7,42.04,20.78,15.59,3.38
7,1.8900000000000001,0.0,16.580000000000002,1.6400000000000001,39.96,68.49,4.45,74.33,5.76,0.0,0.5900000000000001,3.89,0.0,0.0,24.19,10.01,0.87,0.15000000000000002,6.42,11.14,0.02,40.78,49.339999999999996,0.0,67.47,12.540000000000001,0.9400000000000001,0.64,44.839999999999996,13.76,28.599999999999998,0.0,0.0,1.03,0.0,2.86,15.67,0.07,40.55,49.3,0.52,64.69,13.9,16.35,0.0,4.15,2.32,0.42000000000000004,6.04,0.86,4.99,0.04,4.76,7.67,1.04,34.45,48.75,0.45,69.17,5.07,11.01,0.0,4.01,0.12,0.0,17.05,12.98,8.79
8,4.37,0.0,18.28,1.1300000000000001,40.32,63.54,2.08,73.51,5.73,0.0,0.41000000000000003,0.68,0.0,0.0,26.51,8.870000000000001,0.0,0.7100000000000001,1.7,15.16,0.0,42.51,57.660000000000004,0.0,66.76,10.35,0.8099999999999999,2.99,48.81,12.32,27.77,0.0,0.0,3.9,0.9299999999999999,2.68,12.9,0.11,42.71,51.79,0.0,69.41,13.51,12.3,1.55,11.85,12.0,0.01,0.15,0.0,11.1,2.1,6.5600000000000005,14.14,0.15000000000000002,37.37,66.64,0.72,70.0,4.59,1.75,2.94,11.49,5.95,0.0,18.16,11.53,6.130000000000001
9,5.86,0.19,15.28,0.35,39.230000000000004,60.629999999999995,2.78,73.71000000000001,5.53,2.21,0.27,3.65,0.0,0.0,15.9,12.42,0.0,0.23,0.0,16.76,0.39,37.76,49.23,0.0,59.61,6.92,5.56,4.62,48.69,14.36,38.46,0.0,0.21,1.21,0.14,0.2,13.95,0.0,39.88,48.39,0.0,71.48,12.45,5.65,2.29,10.09,15.27,0.35000000000000003,0.22999999999999998,0.0,1.3,1.99,7.35,15.21,0.0,39.21,63.07,1.94,71.43,6.34,0.0,5.27,8.45,0.68,0.0,16.13,12.620000000000001,2.27
