frame,timestamp,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
1,0.0,0.98,0.56,0.42,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.16,0.2,0.54
2,0.017,0.98,0.62,0.49,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.25,0.11,0.45
3,0.033,0.98,0.7,0.46,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.28,0.12,0.3
4,0.05,0.98,0.67,0.36,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.28,0.15,0.2
5,0.067,0.98,0.67,0.35,0.03,0.17,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.26,0.17,0.12
6,0.083,0.98,0.56,0.32,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.24,0.14,0.13
7,0.1,0.98,0.58,0.3,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.18,0.16,0.15
8,0.117,0.98,0.55,0.28,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.12,0.14,0.15
9,0.133,0.98,0.56,0.28,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.14,0.11,0.2
10,0.15,0.98,0.42,0.21,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.15,0.02,0.3
11,0.167,0.98,0.5,0.29,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.2,0.05,0.28
12,0.183,0.98,0.58,0.36,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.21,0.06,0.24
13,0.2,0.98,0.67,0.38,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.02,0.0,0.33,0.06,0.23
14,0.217,0.98,0.7,0.25,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.03,0.0,0.38,0.04,0.22
15,0.233,0.98,0.74,0.16,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.03,0.0,0.38,0.0,0.2
16,0.25,0.98,0.76,0.21,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.03,0.0,0.34,0.0,0.1
17,0.267,0.98,0.71,0.36,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.0,0.36,0.02,0.04
18,0.283,0.98,0.61,0.45,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.03,0.0,0.38,0.02,0.02
19,0.3,0.98,0.61,0.48,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.03,0.0,0.37,0.02,0.06
20,0.317,0.98,0.6,0.4,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.37,0.0,0.06
21,0.333,0.98,0.67,0.46,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.32,0.0,0.13
22,0.35,0.98,0.69,0.46,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.26,0.0,0.12
23,0.367,0.98,0.69,0.49,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.04,0.0,0.23,0.03,0.18
24,0.383,0.98,0.68,0.52,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.0,0.03,0.0,0.24,0.07,0.23
25,0.4,0.98,0.67,0.43,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.0,0.03,0.0,0.3,0.15,0.25
26,0.417,0.98,0.75,0.4,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.04,0.0,0.0,0.0,0.26,0.17,0.19
27,0.433,0.98,0.72,0.18,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.04,0.0,0.0,0.0,0.3,0.22,0.11
28,0.45,0.98,0.74,0.22,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.0,0.0,0.0,0.22,0.22,0.16
29,0.467,0.98,0.63,0.17,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.0,0.0,0.0,0.26,0.27,0.2
30,0.483,0.98,0.63,0.26,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.24,0.24,0.24
31,0.5,0.98,0.62,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.0,0.0,0.0,0.29,0.17,0.11
32,0.517,0.98,0.7,0.2,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.3,0.13,0.07
33,0.533,0.98,0.74,0.24,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.23,0.14,0.0
34,0.55,0.98,0.69,0.23,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.01,0.0,0.16,0.17,0.0
35,0.567,0.98,0.64,0.3,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.01,0.0,0.09,0.18,0.02
36,0.583,0.98,0.63,0.36,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.01,0.0,0.1,0.11,0.18
37,0.6,0.98,0.63,0.53,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.11,0.06,0.25
38,0.617,0.98,0.55,0.44,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.16,0.03,0.25
39,0.633,0.98,0.44,0.3,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.2,0.1,0.11
40,0.65,0.98,0.47,0.2,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.24,0.15,0.03
41,0.667,0.98,0.55,0.14,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.25,0.14,0.03
42,0.683,0.98,0.58,0.11,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.26,0.07,0.01
43,0.7,0.98,0.5,0.05,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.14,0.01
44,0.717,0.98,0.41,0.11,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.0,0.0,0.25,0.15,0.0
45,0.733,0.98,0.42,0.25,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.0,0.0,0.0,0.25,0.17,0.0
46,0.75,0.98,0.44,0.38,0.09,0.05,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.0,0.0,0.0,0.28,0.1,0.0
47,0.767,0.98,0.45,0.35,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.0,0.24,0.17,0.0
48,0.783,0.98,0.39,0.2,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.0,0.0,0.0,0.16,0.17,0.0
49,0.8,0.98,0.36,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.11,0.13,0.0
50,0.817,0.98,0.42,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.08,0.09,0.0
51,0.833,0.98,0.51,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.14,0.1,0.0
52,0.85,0.98,0.6,0.14,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.15,0.11,0.0
53,0.867,0.98,0.55,0.17,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.14,0.1,0.0
54,0.883,0.98,0.65,0.2,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.0,0.0,0.0,0.07,0.07,0.0
55,0.9,0.98,0.67,0.17,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.0,0.0,0.0,0.02,0.04,0.0
56,0.917,0.98,0.72,0.13,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.15,0.03,0.0,0.0,0.0,0.04,0.06,0.0
57,0.933,0.98,0.6,0.14,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.05,0.04,0.0
58,0.95,0.98,0.52,0.17,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.0,0.0,0.0,0.05,0.04,0.0
59,0.967,0.98,0.48,0.12,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0
60,0.983,0.98,0.49,0.03,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.04,0.0,0.0,0.0,0.02
61,1.0,0.98,0.58,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.04,0.0,0.0,0.0,0.02
62,1.017,0.98,0.63,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.04,0.0,0.0,0.0,0.02
63,1.033,0.98,0.73,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.04,0.0
64,1.05,0.98,0.78,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.04,0.03
65,1.067,0.98,0.78,0.09,0.21,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.03
66,1.083,0.98,0.74,0.0,0.22,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.15,0.03
67,1.1,0.98,0.68,0.0,0.21,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01,0.25,0.0
68,1.117,0.98,0.69,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.27,0.0
69,1.133,0.98,0.72,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.09,0.22,0.0
70,1.15,0.98,0.78,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.09,0.2,0.0
71,1.167,0.98,0.85,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.05,0.21,0.0
72,1.183,0.98,0.87,0.1,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.29,0.0
73,1.2,0.98,0.91,0.1,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.31,0.0
74,1.217,0.98,0.81,0.0,0.31,0.05,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.41,0.0
75,1.233,0.98,0.81,0.05,0.43,0.05,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.33,0.0
76,1.25,0.98,0.74,0.06,0.49,0.01,0.01,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.26,0.0
77,1.267,0.98,0.83,0.07,0.49,0.0,0.04,0.0,0.0,0.04,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.18,0.0
78,1.283,0.98,0.86,0.09,0.43,0.0,0.04,0.0,0.0,0.04,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.22,0.0
79,1.3,0.98,0.93,0.18,0.37,0.0,0.02,0.0,0.0,0.04,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.33,0.0
80,1.317,0.98,0.89,0.16,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.37,0.0
81,1.333,0.98,0.87,0.1,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.49,0.0
82,1.35,0.98,0.9,0.08,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.56,0.0
83,1.367,0.98,0.98,0.08,0.35,0.09,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.56,0.0
84,1.383,0.98,0.95,0.08,0.28,0.18,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.49,0.0
85,1.4,0.98,0.95,0.03,0.27,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.41,0.0
86,1.417,0.98,0.93,0.03,0.24,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.38,0.0
87,1.433,0.98,0.97,0.04,0.31,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.37,0.0
88,1.45,0.98,0.92,0.08,0.33,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.36,0.0
89,1.467,0.98,0.96,0.16,0.38,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.46,0.0
90,1.483,0.98,0.97,0.27,0.37,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.53,0.0
91,1.5,0.98,1.11,0.39,0.41,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0
92,1.517,0.98,1.18,0.33,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0
93,1.533,0.98,1.18,0.33,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.82,0.0
94,1.55,0.98,1.15,0.24,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.06,0.0,0.8,0.0
95,1.567,0.98,1.07,0.23,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.06,0.0,0.73,0.0
96,1.583,0.98,1.11,0.14,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.69,0.0
97,1.6,0.98,1.07,0.11,0.43,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0
98,1.617,0.98,1.14,0.2,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.7,0.0
99,1.633,0.98,1.15,0.16,0.52,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.69,0.0
100,1.65,0.98,1.25,0.27,0.55,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.72,0.0
