AU,悲伤_mean,积极_mean,中性_mean,悲伤_std,积极_std,中性_std,F_stat,p_value
AU12_r,1.0960335168075488,1.2154788332472894,1.4993161966558524,0.2906171592634906,0.30714939204840747,0.16295401827994452,3523.0740332429323,0.0
AU04_r,1.8600668370355808,2.0101535880227153,1.3868729722984778,0.4597534140653263,0.24382278501886112,0.2517761801821957,3375.9942378479145,0.0
AU07_r,1.107391881265972,1.3763835828600928,1.065547791365111,0.3843980719062161,0.42292792096089993,0.38784713316171404,1456.225686685515,0.0
AU06_r,2.235767151562807,2.4142694889003615,2.3395358123284256,0.3237890540486617,0.39706378533761555,0.3066321793114699,813.8938716062587,0.0
AU26_r,0.7509873206211913,0.4118611254517295,0.6342101322685301,0.7899138258114088,0.5494527669690701,0.5965837095937923,631.0523779155002,1.5418100584714678e-269
AU10_r,2.176790839394535,2.2875090345895717,2.2869278762166214,0.32499875563509967,0.2550377107689098,0.16578321208912597,528.6002654343052,1.3526443415417733e-226
AU09_r,0.1244490859052487,0.03987609705730512,0.04107062640379336,0.28190775742489543,0.07239547594406474,0.08089730587917955,503.0982213641319,7.272813472256153e-216
AU23_r,0.16703656379005308,0.06546979865771813,0.04729473421512354,0.3870654633661218,0.11307842747654678,0.08261854234087258,441.80096132425695,5.26720858374343e-190
AU17_r,0.39993709455474735,0.532374806401652,0.40338158223109555,0.3113934325557548,0.470407547405373,0.377657352645463,385.35454537852644,4.1701446249722305e-166
AU14_r,0.9276076272852368,0.8627762003097574,1.0697179935113552,0.4529659665597665,0.31414411259972846,0.35064608674047787,334.89528611452903,1.1309227006342812e-144
AU15_r,0.1356315116964812,0.20150103252452245,0.15036935363114548,0.19584598777507506,0.27920360296583613,0.20899802160868147,250.9950365068315,6.8832101231602635e-109
AU01_r,0.1332681344603892,0.08179013939081053,0.1348440229598203,0.19880563723551214,0.11894719220578882,0.2111952021356747,231.2554522975771,1.9217571185869446e-100
AU20_r,0.11155396107725575,0.07335570469798657,0.0883254304966309,0.19796627477436893,0.12312630381231184,0.14788017431095415,140.12496876239626,2.5622026800164344e-61
AU25_r,0.3591910752899548,0.3117178626742385,0.2943598702271026,0.356973143660463,0.2767528347637911,0.33223668692445857,97.45914959389552,6.338953901365177e-43
AU02_r,0.07451592294082957,0.05288719669592154,0.07894933865734964,0.16444504487998196,0.10585560721069184,0.16445027323569303,64.68216936654375,9.233010246473566e-29
AU05_r,0.06912227245920975,0.05575761486835312,0.05262290990766159,0.1888282549764167,0.15319605438483527,0.12328254450287836,26.158015570749697,4.456208785625726e-12
AU45_r,0.1332691173579713,0.13597573567372226,0.16257050162216122,0.26094846154542567,0.2503246532785322,0.33765324514788075,19.998030322412767,2.0910864851807042e-09
