AU,mean,std,min,max,cv
AU15_r,0.19308922674482978,0.09080796657704703,0.07790557233049684,0.29986107537947,0.4702901767639842
AU01_r,0.1741908572731737,0.07906290260612964,0.08179013939081053,0.27491638795986617,0.45388663816115066
AU04_r,1.27514880370878,0.5730927472512173,0.6118780550553126,2.0101535880227153,0.4494320549761508
AU14_r,1.0673447553998516,0.46621401961432013,0.6268150244404426,1.712443041449355,0.4367979673443617
AU23_r,0.10346192190792182,0.04365060245944483,0.06546979865771813,0.1645948031901209,0.4219001701736474
AU20_r,0.10356317720547342,0.04348189999888868,0.07228108701619544,0.16505273990223823,0.4198586908223072
AU25_r,0.4345670078674515,0.16573132101851762,0.3117178626742385,0.6688538718806277,0.38137115339659605
AU07_r,2.535487923986686,0.839635984149278,1.3763835828600928,3.3382904553640342,0.3311536119758253
AU12_r,0.8666969252850563,0.2590473719814411,0.5952405454077695,1.2154788332472894,0.2988903784286999
AU02_r,0.07763575313966244,0.021650561392149683,0.05288719669592154,0.10562258811422691,0.27887359259852246
AU17_r,0.4416365760178698,0.12169265149037928,0.26962393631622295,0.532374806401652,0.2755493047873265
AU45_r,0.2091027495939957,0.054434401091429274,0.13597573567372226,0.2664985850270131,0.260323698263757
AU26_r,0.39672499732504724,0.08285678849320549,0.288528685149602,0.48978518137381016,0.20885194795355622
AU05_r,0.0497875127649951,0.007362132647246512,0.03941531704639034,0.05575761486835312,0.1478710672291853
AU06_r,2.080739681191878,0.2362993201804742,1.895962181631078,2.4142694889003615,0.11356505684801403
AU09_r,0.04457195809716111,0.004878897285869177,0.03987609705730512,0.051297916130692046,0.10946113866556663
AU10_r,2.1059462166287553,0.14224973991238613,1.9401402109596089,2.2875090345895717,0.06754671073229146
