frame,timestamp,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
1,0.0,0.98,0.0,0.08,2.12,0.0,0.0,0.86,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0
2,0.033,0.98,0.0,0.07,2.15,0.0,0.0,0.83,0.08,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.39,0.0,0.0
3,0.067,0.98,0.02,0.06,2.14,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.39,0.0,0.0
4,0.1,0.98,0.06,0.09,2.14,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.42,0.0,0.0
5,0.133,0.98,0.06,0.05,2.12,0.0,0.0,0.66,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.46,0.0,0.0
6,0.167,0.98,0.06,0.09,2.04,0.0,0.0,0.83,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.46,0.0,0.35
7,0.2,0.98,0.09,0.13,2.0,0.0,0.0,0.73,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.44,0.0,1.11
8,0.233,0.98,0.1,0.38,2.1,0.0,0.0,0.89,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.81
9,0.267,0.98,0.1,0.45,2.33,0.0,0.0,0.85,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.93
10,0.3,0.98,0.1,0.44,2.46,0.0,0.0,1.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,1.45
11,0.333,0.98,0.2,0.2,2.43,0.0,0.0,0.94,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.93
