frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,emotion
1.0,0,0.0,0.98,1,0.0,0.0,0.35,0.0,1.49,2.1,0.0,2.53,0.53,0.37,0.0,0.43,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,悲伤
2.0,0,0.017,0.98,1,0.07,0.0,0.46,0.0,1.45,2.17,0.0,2.73,0.51,0.51,0.0,0.56,0.0,0.0,1.29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,悲伤
3.0,0,0.033,0.98,1,0.07,0.0,0.52,0.0,1.44,2.33,0.0,2.81,0.54,0.44,0.0,0.6,0.0,0.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,悲伤
4.0,0,0.05,0.98,1,0.07,0.0,0.45,0.0,1.44,2.63,0.0,2.73,0.56,0.32,0.0,0.52,0.0,0.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,悲伤
5.0,0,0.067,0.98,1,0.0,0.0,0.49,0.0,1.43,2.66,0.0,2.64,0.61,0.13,0.0,0.52,0.0,0.0,1.23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,悲伤
6.0,0,0.083,0.98,1,0.03,0.0,0.5,0.0,1.43,2.55,0.0,2.61,0.66,0.19,0.0,0.52,0.0,0.0,1.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,悲伤
7.0,0,0.1,0.98,1,0.03,0.0,0.51,0.0,1.46,2.37,0.0,2.61,0.7,0.21,0.0,0.58,0.0,0.0,1.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,悲伤
8.0,0,0.117,0.98,1,0.03,0.0,0.4,0.0,1.47,2.43,0.0,2.55,0.65,0.28,0.0,0.66,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,悲伤
9.0,0,0.133,0.98,1,0.0,0.0,0.29,0.0,1.47,2.26,0.0,2.43,0.6,0.35,0.0,0.67,0.0,0.01,0.93,0.03,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,悲伤
10.0,0,0.15,0.98,1,0.0,0.0,0.25,0.02,1.46,2.03,0.0,2.39,0.55,0.49,0.0,0.62,0.0,0.01,0.95,0.03,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,悲伤
11.0,0,0.167,0.98,1,0.0,0.0,0.3,0.02,1.48,1.84,0.0,2.4,0.58,0.64,0.0,0.51,0.0,0.0,0.91,0.03,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,悲伤
12.0,0,0.183,0.98,1,0.0,0.0,0.35,0.11,1.52,1.9,0.0,2.35,0.65,0.64,0.0,0.46,0.0,0.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,悲伤
13.0,0,0.2,0.98,1,0.0,0.0,0.39,0.12,1.54,2.04,0.0,2.32,0.69,0.8,0.0,0.51,0.0,0.0,0.76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,悲伤
14.0,0,0.217,0.98,1,0.0,0.0,0.39,0.12,1.56,2.08,0.0,2.24,0.7,0.86,0.0,0.51,0.0,0.0,0.87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,悲伤
