frame,timestamp,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
1,0.0,0.98,0.0,0.0,0.0,0.0,0.64,0.0,0.11,0.0,0.54,0.0,0.69,0.89,0.0,0.0,0.36,0.79,0.0
2,0.017,0.98,0.0,0.0,0.0,0.0,0.63,0.0,0.09,0.23,0.65,0.0,0.54,1.09,0.0,0.0,0.38,0.72,0.0
3,0.033,0.98,0.0,0.0,0.0,0.0,0.67,0.0,0.06,0.3,0.68,0.0,0.52,1.11,0.0,0.0,0.31,0.75,0.0
4,0.05,0.98,0.0,0.0,0.0,0.0,0.71,0.0,0.08,0.27,0.69,0.0,0.41,1.13,0.0,0.0,0.23,0.72,0.0
5,0.067,0.98,0.0,0.17,0.0,0.0,0.71,0.0,0.05,0.34,0.71,0.0,0.36,1.12,0.0,0.0,0.07,0.6,0.02
6,0.083,0.98,0.0,0.17,0.0,0.0,0.69,0.0,0.05,0.36,0.72,0.0,0.31,1.17,0.0,0.0,0.03,0.55,0.02
7,0.1,0.98,0.0,0.17,0.0,0.0,0.7,0.0,0.09,0.37,0.7,0.0,0.32,1.18,0.0,0.0,0.06,0.65,0.02
8,0.117,0.98,0.0,0.21,0.0,0.0,0.68,0.0,0.1,0.3,0.67,0.0,0.32,1.16,0.0,0.0,0.14,0.68,0.09
9,0.133,0.98,0.0,0.21,0.0,0.0,0.66,0.0,0.1,0.27,0.64,0.0,0.32,1.13,0.0,0.0,0.21,0.69,0.09
10,0.15,0.98,0.0,0.21,0.0,0.0,0.7,0.0,0.07,0.29,0.68,0.0,0.39,1.15,0.0,0.0,0.16,0.68,0.14
11,0.167,0.98,0.0,0.06,0.0,0.0,0.74,0.0,0.12,0.34,0.69,0.0,0.39,1.2,0.0,0.0,0.07,0.7,0.05
12,0.183,0.98,0.0,0.06,0.0,0.0,0.78,0.03,0.12,0.39,0.72,0.0,0.38,1.21,0.0,0.0,0.01,0.72,0.05
13,0.2,0.98,0.0,0.08,0.0,0.0,0.78,0.03,0.13,0.38,0.7,0.0,0.44,1.17,0.0,0.0,0.1,0.74,0.1
14,0.217,0.98,0.0,0.07,0.0,0.0,0.75,0.05,0.12,0.36,0.69,0.0,0.54,1.14,0.0,0.0,0.12,0.74,0.1
15,0.233,0.98,0.0,0.07,0.0,0.0,0.73,0.02,0.12,0.34,0.68,0.0,0.54,1.16,0.0,0.0,0.17,0.77,0.1
16,0.25,0.98,0.0,0.05,0.0,0.0,0.72,0.02,0.09,0.36,0.71,0.0,0.51,1.16,0.0,0.0,0.12,0.82,0.0
17,0.267,0.98,0.0,0.05,0.0,0.0,0.75,0.0,0.11,0.37,0.72,0.0,0.52,1.15,0.0,0.0,0.12,0.87,0.0
18,0.283,0.98,0.0,0.05,0.0,0.0,0.73,0.0,0.11,0.36,0.7,0.0,0.48,1.17,0.0,0.0,0.07,0.85,0.0
19,0.3,0.98,0.0,0.11,0.0,0.0,0.71,0.0,0.13,0.35,0.69,0.0,0.45,1.2,0.0,0.0,0.06,0.85,0.08
20,0.317,0.98,0.0,0.19,0.0,0.0,0.72,0.0,0.09,0.39,0.7,0.0,0.38,1.26,0.0,0.0,0.09,0.81,0.09
21,0.333,0.98,0.0,0.19,0.0,0.0,0.75,0.0,0.09,0.44,0.73,0.0,0.39,1.28,0.0,0.0,0.13,0.83,0.09
22,0.35,0.98,0.0,0.26,0.0,0.0,0.79,0.0,0.1,0.39,0.72,0.0,0.31,1.29,0.0,0.0,0.09,0.8,0.01
23,0.367,0.98,0.0,0.14,0.0,0.0,0.76,0.0,0.08,0.36,0.7,0.0,0.25,1.24,0.0,0.0,0.08,0.77,0.1
24,0.383,0.98,0.0,0.14,0.0,0.0,0.78,0.0,0.08,0.35,0.69,0.0,0.26,1.22,0.0,0.0,0.06,0.73,0.1
25,0.4,0.98,0.0,0.1,0.0,0.0,0.78,0.0,0.1,0.44,0.71,0.0,0.33,1.24,0.0,0.0,0.06,0.67,0.27
26,0.417,0.98,0.0,0.15,0.0,0.0,0.82,0.0,0.12,0.5,0.73,0.0,0.34,1.29,0.0,0.0,0.04,0.65,0.17
27,0.433,0.98,0.02,0.19,0.0,0.0,0.84,0.06,0.13,0.49,0.69,0.0,0.47,1.27,0.0,0.0,0.04,0.71,0.17
28,0.45,0.98,0.02,0.1,0.0,0.0,0.86,0.06,0.1,0.45,0.67,0.0,0.4,1.26,0.0,0.0,0.09,0.73,0.0
29,0.467,0.98,0.02,0.2,0.0,0.0,0.84,0.06,0.11,0.48,0.67,0.0,0.48,1.23,0.0,0.0,0.09,0.81,0.01
30,0.483,0.98,0.0,0.16,0.0,0.0,0.81,0.0,0.13,0.45,0.68,0.0,0.36,1.21,0.0,0.0,0.07,0.7,0.01
31,0.5,0.98,0.0,0.17,0.0,0.0,0.8,0.0,0.13,0.45,0.69,0.0,0.38,1.16,0.0,0.0,0.03,0.69,0.01
32,0.517,0.98,0.0,0.11,0.0,0.0,0.84,0.0,0.13,0.36,0.72,0.0,0.4,1.11,0.0,0.0,0.01,0.66,0.0
33,0.533,0.98,0.0,0.11,0.0,0.0,0.82,0.0,0.11,0.49,0.78,0.0,0.4,1.11,0.0,0.0,0.06,0.66,0.0
34,0.55,0.98,0.02,0.29,0.0,0.0,0.79,0.0,0.08,0.61,0.83,0.0,0.43,1.16,0.0,0.0,0.05,0.65,0.0
35,0.567,0.98,0.02,0.19,0.0,0.0,0.71,0.0,0.0,0.64,0.82,0.0,0.34,1.06,0.0,0.0,0.07,0.61,0.0
36,0.583,0.98,0.02,0.3,0.0,0.0,0.74,0.0,0.0,0.58,0.81,0.0,0.35,1.16,0.0,0.0,0.05,0.62,0.0
37,0.6,0.98,0.0,0.12,0.0,0.0,0.79,0.0,0.01,0.54,0.76,0.0,0.44,1.13,0.0,0.0,0.07,0.65,0.0
38,0.617,0.98,0.08,0.18,0.0,0.0,0.87,0.0,0.03,0.49,0.73,0.0,0.46,1.09,0.02,0.0,0.16,0.68,0.0
39,0.633,0.98,0.08,0.12,0.0,0.0,0.87,0.0,0.03,0.47,0.74,0.0,0.42,1.14,0.02,0.0,0.18,0.7,0.01
40,0.65,0.98,0.08,0.14,0.0,0.0,0.83,0.0,0.04,0.48,0.8,0.0,0.42,1.11,0.02,0.0,0.15,0.81,0.01
41,0.667,0.98,0.03,0.07,0.0,0.0,0.81,0.0,0.02,0.43,0.77,0.0,0.45,1.2,0.0,0.0,0.11,0.88,0.01
42,0.683,0.98,0.03,0.02,0.0,0.0,0.8,0.0,0.02,0.45,0.79,0.0,0.44,1.15,0.0,0.0,0.14,0.91,0.0
43,0.7,0.98,0.03,0.04,0.0,0.0,0.79,0.0,0.0,0.44,0.75,0.0,0.41,1.16,0.0,0.0,0.14,0.86,0.0
44,0.717,0.98,0.0,0.04,0.0,0.0,0.73,0.0,0.0,0.55,0.82,0.0,0.45,1.1,0.0,0.0,0.11,0.84,0.0
45,0.733,0.98,0.0,0.05,0.0,0.0,0.67,0.0,0.0,0.58,0.79,0.0,0.52,1.1,0.0,0.0,0.1,0.96,0.0
46,0.75,0.98,0.0,0.02,0.0,0.0,0.68,0.0,0.0,0.53,0.81,0.0,0.52,1.06,0.0,0.0,0.1,0.96,0.0
47,0.767,0.98,0.0,0.02,0.0,0.0,0.67,0.0,0.0,0.51,0.81,0.0,0.46,1.18,0.0,0.0,0.08,0.98,0.0
48,0.783,0.98,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.43,0.81,0.0,0.42,1.07,0.0,0.0,0.09,0.85,0.0
49,0.8,0.98,0.0,0.0,0.0,0.0,0.7,0.0,0.02,0.49,0.82,0.0,0.33,1.17,0.0,0.0,0.1,0.87,0.0
50,0.817,0.98,0.0,0.19,0.0,0.0,0.7,0.0,0.02,0.44,0.79,0.0,0.32,1.09,0.0,0.0,0.08,0.85,0.0
51,0.833,0.98,0.0,0.19,0.0,0.0,0.73,0.0,0.02,0.43,0.78,0.0,0.35,1.24,0.0,0.0,0.1,0.92,0.0
52,0.85,0.98,0.0,0.19,0.0,0.0,0.65,0.0,0.0,0.41,0.75,0.0,0.33,1.24,0.0,0.0,0.09,0.91,0.0
53,0.867,0.98,0.0,0.04,0.0,0.0,0.74,0.0,0.02,0.47,0.79,0.0,0.38,1.26,0.0,0.0,0.08,0.92,0.0
54,0.883,0.98,0.0,0.04,0.0,0.0,0.71,0.0,0.02,0.52,0.81,0.0,0.37,1.21,0.0,0.0,0.03,0.92,0.06
55,0.9,0.98,0.0,0.04,0.0,0.0,0.79,0.0,0.02,0.5,0.8,0.0,0.41,1.18,0.0,0.0,0.03,0.87,0.06
56,0.917,0.98,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.53,0.83,0.0,0.38,1.24,0.0,0.0,0.04,0.97,0.06
57,0.933,0.98,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.46,0.82,0.0,0.37,1.17,0.0,0.0,0.02,0.98,0.0
58,0.95,0.98,0.0,0.01,0.0,0.0,0.7,0.0,0.0,0.47,0.85,0.0,0.42,1.17,0.0,0.0,0.08,1.04,0.1
59,0.967,0.98,0.0,0.01,0.0,0.0,0.7,0.0,0.0,0.37,0.82,0.0,0.34,1.11,0.0,0.0,0.06,0.97,0.1
60,0.983,0.98,0.0,0.01,0.0,0.0,0.7,0.0,0.0,0.47,0.88,0.0,0.32,1.15,0.0,0.0,0.09,0.85,0.1
61,1.0,0.98,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.39,0.85,0.0,0.34,1.06,0.0,0.0,0.09,1.0,0.0
62,1.017,0.98,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.34,0.83,0.0,0.4,1.02,0.0,0.0,0.15,1.07,0.0
63,1.033,0.98,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.39,0.84,0.0,0.43,1.06,0.0,0.0,0.11,1.08,0.0
64,1.05,0.98,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.44,0.85,0.0,0.42,1.05,0.0,0.0,0.1,0.91,0.0
65,1.067,0.98,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.55,0.84,0.0,0.33,1.15,0.0,0.0,0.06,0.78,0.0
66,1.083,0.98,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.47,0.81,0.0,0.28,1.09,0.0,0.0,0.06,0.77,0.0
67,1.1,0.98,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.49,0.83,0.0,0.21,1.18,0.0,0.0,0.02,0.78,0.0
68,1.117,0.98,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.44,0.83,0.0,0.32,1.11,0.0,0.0,0.09,0.85,0.0
69,1.133,0.98,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.5,0.84,0.0,0.32,1.15,0.0,0.0,0.09,1.02,0.0
70,1.15,0.98,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.42,0.8,0.0,0.38,1.07,0.0,0.0,0.18,1.03,0.0
71,1.167,0.98,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.49,0.85,0.0,0.27,1.1,0.0,0.0,0.09,1.02,0.0
72,1.183,0.98,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.45,0.84,0.0,0.41,1.14,0.0,0.0,0.09,0.81,0.0
73,1.2,0.98,0.0,0.0,0.0,0.03,0.71,0.0,0.0,0.45,0.81,0.0,0.44,1.14,0.0,0.0,0.09,0.89,0.0
74,1.217,0.98,0.0,0.0,0.0,0.03,0.69,0.0,0.0,0.5,0.81,0.0,0.48,1.13,0.0,0.0,0.09,0.97,0.0
75,1.233,0.98,0.0,0.0,0.0,0.03,0.67,0.0,0.0,0.53,0.77,0.0,0.41,1.1,0.0,0.0,0.09,1.0,0.0
76,1.25,0.98,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.54,0.78,0.0,0.36,1.12,0.0,0.0,0.13,0.92,0.0
77,1.267,0.98,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.53,0.75,0.0,0.36,1.14,0.0,0.0,0.24,0.81,0.0
78,1.283,0.98,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.52,0.79,0.0,0.43,1.16,0.0,0.0,0.24,0.79,0.0
79,1.3,0.98,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.57,0.82,0.0,0.39,1.19,0.0,0.0,0.11,0.8,0.0
80,1.317,0.98,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.55,0.81,0.0,0.42,1.19,0.0,0.0,0.0,0.8,0.0
81,1.333,0.98,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.49,0.77,0.0,0.32,1.12,0.0,0.0,0.03,0.85,0.0
82,1.35,0.98,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.51,0.82,0.0,0.37,1.14,0.0,0.0,0.05,0.8,0.11
83,1.367,0.98,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.47,0.84,0.0,0.37,1.16,0.0,0.0,0.08,0.76,0.11
84,1.383,0.98,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.51,0.86,0.0,0.36,1.19,0.0,0.0,0.05,0.79,0.15
85,1.4,0.98,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.47,0.85,0.0,0.31,1.23,0.0,0.0,0.06,0.82,0.05
86,1.417,0.98,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.41,0.82,0.0,0.28,1.28,0.0,0.0,0.08,0.87,0.05
87,1.433,0.98,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.41,0.76,0.0,0.33,1.22,0.0,0.0,0.21,0.96,0.0
88,1.45,0.98,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.47,0.74,0.0,0.33,1.2,0.0,0.0,0.18,0.9,0.01
89,1.467,0.98,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.49,0.72,0.0,0.38,1.13,0.0,0.0,0.16,0.97,0.01
90,1.483,0.98,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.54,0.78,0.0,0.29,1.2,0.0,0.0,0.04,0.87,0.01
91,1.5,0.98,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.43,0.73,0.0,0.29,1.16,0.0,0.0,0.04,0.93,0.0
92,1.517,0.98,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.51,0.79,0.0,0.24,1.23,0.0,0.0,0.04,0.89,0.02
93,1.533,0.98,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.39,0.72,0.0,0.28,1.08,0.0,0.0,0.12,0.98,0.02
94,1.55,0.98,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.4,0.75,0.0,0.27,1.03,0.0,0.0,0.13,0.99,0.02
95,1.567,0.98,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.43,0.75,0.0,0.25,0.99,0.0,0.0,0.11,0.9,0.0
96,1.583,0.98,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.43,0.77,0.0,0.28,1.02,0.0,0.0,0.08,0.9,0.0
97,1.6,0.98,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.57,0.84,0.0,0.32,1.09,0.0,0.0,0.11,0.91,0.0
98,1.617,0.98,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.44,0.79,0.0,0.41,0.96,0.0,0.0,0.16,1.07,0.0
99,1.633,0.98,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.49,0.82,0.0,0.37,0.9,0.0,0.0,0.15,1.08,0.0
100,1.65,0.98,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.47,0.8,0.0,0.38,0.95,0.0,0.0,0.12,1.04,0.0
101,1.667,0.98,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.46,0.81,0.0,0.36,0.92,0.0,0.0,0.19,1.07,0.0
102,1.683,0.98,0.01,0.0,0.0,0.0,0.64,0.0,0.0,0.37,0.77,0.0,0.35,0.96,0.0,0.0,0.15,1.05,0.0
103,1.7,0.98,0.01,0.0,0.0,0.0,0.67,0.0,0.0,0.4,0.79,0.0,0.37,0.96,0.0,0.0,0.15,1.08,0.0
104,1.717,0.98,0.01,0.0,0.0,0.0,0.67,0.0,0.0,0.41,0.77,0.0,0.43,1.02,0.0,0.0,0.1,1.05,0.0
105,1.733,0.98,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.51,0.79,0.0,0.43,1.07,0.0,0.0,0.14,1.05,0.0
106,1.75,0.98,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.46,0.76,0.0,0.46,1.05,0.0,0.0,0.13,1.01,0.0
107,1.767,0.98,0.01,0.0,0.0,0.0,0.64,0.0,0.0,0.44,0.74,0.0,0.47,1.03,0.0,0.0,0.12,0.96,0.0
108,1.783,0.98,0.01,0.0,0.0,0.0,0.68,0.0,0.0,0.45,0.75,0.0,0.48,1.01,0.0,0.0,0.06,0.98,0.0
109,1.8,0.98,0.01,0.0,0.0,0.0,0.64,0.0,0.0,0.51,0.79,0.0,0.49,0.93,0.0,0.0,0.06,1.02,0.0
110,1.817,0.98,0.03,0.05,0.0,0.0,0.66,0.0,0.0,0.46,0.79,0.0,0.49,0.99,0.0,0.0,0.0,1.02,0.0
111,1.833,0.98,0.03,0.05,0.0,0.0,0.63,0.0,0.0,0.45,0.78,0.0,0.45,1.0,0.0,0.0,0.0,0.99,0.0
112,1.85,0.98,0.03,0.05,0.0,0.0,0.65,0.0,0.0,0.34,0.74,0.0,0.45,1.02,0.0,0.0,0.0,0.98,0.0
