frame,timestamp,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
1,0.0,0.98,0.43,0.0,0.37,0.0,1.22,0.0,0.0,0.46,0.24,0.0,0.98,0.31,0.15,0.0,0.03,0.12,0.0
2,0.017,0.98,1.19,0.21,0.93,0.0,1.45,0.3,0.01,0.65,0.27,0.0,0.83,0.51,0.35,0.0,0.11,0.47,0.0
3,0.033,0.98,1.6,0.37,1.17,0.0,1.53,0.34,0.01,0.71,0.3,0.0,0.72,0.65,0.46,0.0,0.16,0.6,0.0
4,0.05,0.98,1.68,0.58,1.22,0.0,1.53,0.15,0.0,0.77,0.36,0.0,0.61,0.63,0.45,0.0,0.12,0.49,0.0
5,0.067,0.98,1.72,0.85,1.27,0.0,1.55,0.07,0.04,0.82,0.44,0.0,0.6,0.6,0.51,0.0,0.15,0.57,0.0
6,0.083,0.98,1.75,0.96,1.33,0.0,1.52,0.02,0.04,0.86,0.45,0.0,0.64,0.53,0.43,0.0,0.1,0.59,0.0
7,0.1,0.98,1.61,0.66,1.18,0.0,1.37,0.11,0.04,0.79,0.42,0.0,0.8,0.49,0.26,0.0,0.13,0.57,0.0
8,0.117,0.98,1.52,0.5,1.08,0.0,1.28,0.11,0.0,0.68,0.35,0.0,0.75,0.59,0.14,0.0,0.15,0.68,0.0
9,0.133,0.98,1.47,0.63,1.04,0.0,1.29,0.11,0.0,0.71,0.34,0.0,0.71,0.67,0.16,0.0,0.27,0.75,0.0
10,0.15,0.98,1.65,0.94,1.19,0.0,1.38,0.13,0.0,0.69,0.34,0.0,0.63,0.71,0.2,0.0,0.4,0.92,0.0
11,0.167,0.98,1.71,1.11,1.31,0.0,1.49,0.54,0.0,0.72,0.36,0.0,0.62,0.68,0.28,0.0,0.48,0.84,0.0
12,0.183,0.98,1.74,1.21,1.31,0.0,1.51,0.64,0.0,0.59,0.34,0.0,0.59,0.68,0.23,0.0,0.53,0.78,0.0
13,0.2,0.98,1.54,1.07,1.2,0.0,1.46,0.72,0.0,0.49,0.32,0.0,0.64,0.74,0.18,0.0,0.54,0.7,0.0
14,0.217,0.98,1.61,1.05,1.08,0.0,1.39,0.37,0.0,0.44,0.32,0.0,0.77,0.76,0.19,0.0,0.6,0.7,0.0
15,0.233,0.98,1.49,0.86,1.04,0.0,1.38,0.39,0.0,0.48,0.33,0.0,0.89,0.78,0.27,0.0,0.64,0.74,0.0
16,0.25,0.98,1.45,0.8,0.99,0.0,1.4,0.35,0.0,0.61,0.35,0.0,0.85,0.79,0.38,0.0,0.68,0.8,0.0
17,0.267,0.98,1.36,0.63,0.93,0.0,1.43,0.55,0.0,0.63,0.33,0.0,0.85,0.82,0.36,0.0,0.68,0.81,0.0
18,0.283,0.98,1.26,0.43,0.83,0.0,1.41,0.59,0.0,0.65,0.3,0.0,0.8,0.84,0.28,0.0,0.63,0.79,0.0
19,0.3,0.98,1.21,0.33,0.83,0.0,1.42,0.48,0.0,0.6,0.27,0.0,0.8,0.81,0.14,0.0,0.61,0.77,0.0
20,0.317,0.98,1.24,0.39,0.94,0.0,1.42,0.4,0.0,0.61,0.28,0.0,0.78,0.8,0.12,0.0,0.66,0.87,0.0
21,0.333,0.98,1.35,0.55,1.0,0.0,1.41,0.44,0.0,0.57,0.29,0.0,0.72,0.8,0.11,0.0,0.68,0.92,0.0
22,0.35,0.98,1.41,0.79,1.09,0.0,1.38,0.5,0.0,0.55,0.3,0.0,0.8,0.82,0.17,0.0,0.76,0.9,0.0
23,0.367,0.98,1.35,1.0,1.06,0.0,1.35,0.53,0.0,0.53,0.31,0.0,0.8,0.79,0.12,0.0,0.74,0.82,0.0
24,0.383,0.98,1.4,1.13,1.17,0.0,1.35,0.55,0.0,0.52,0.33,0.0,0.86,0.8,0.15,0.0,0.8,0.8,0.0
25,0.4,0.98,1.49,1.3,1.16,0.0,1.38,0.55,0.0,0.54,0.31,0.0,0.74,0.77,0.17,0.0,0.77,0.83,0.0
26,0.417,0.98,1.66,1.37,1.11,0.0,1.4,0.44,0.0,0.57,0.32,0.0,0.72,0.78,0.3,0.0,0.72,0.8,0.0
27,0.433,0.98,1.69,1.35,1.01,0.0,1.43,0.39,0.0,0.64,0.33,0.0,0.74,0.78,0.45,0.0,0.66,0.87,0.0
28,0.45,0.98,1.73,1.27,1.0,0.0,1.43,0.26,0.0,0.65,0.37,0.0,0.7,0.79,0.5,0.0,0.58,0.93,0.0
29,0.467,0.98,1.7,1.06,0.97,0.0,1.42,0.17,0.0,0.69,0.35,0.0,0.68,0.84,0.52,0.0,0.54,1.02,0.0
30,0.483,0.98,1.74,0.99,0.92,0.0,1.41,0.15,0.0,0.68,0.33,0.0,0.66,0.84,0.39,0.0,0.6,0.92,0.0
31,0.5,0.98,1.74,0.85,0.9,0.0,1.39,0.24,0.0,0.68,0.34,0.0,0.73,0.9,0.31,0.0,0.62,0.87,0.0
32,0.517,0.98,1.63,0.62,0.86,0.0,1.35,0.45,0.0,0.6,0.3,0.0,0.75,0.95,0.22,0.0,0.64,0.81,0.0
33,0.533,0.98,1.41,0.31,0.7,0.0,1.31,0.46,0.0,0.52,0.24,0.0,0.8,1.03,0.19,0.0,0.63,0.89,0.0
34,0.55,0.98,1.04,0.08,0.55,0.0,1.32,0.6,0.0,0.51,0.17,0.0,0.91,1.01,0.19,0.0,0.73,0.9,0.0
35,0.567,0.98,0.95,0.19,0.49,0.0,1.34,0.47,0.0,0.53,0.15,0.0,1.05,0.94,0.2,0.0,0.8,0.83,0.0
36,0.583,0.98,0.87,0.27,0.53,0.0,1.34,0.52,0.0,0.51,0.16,0.0,1.01,0.96,0.17,0.0,0.79,0.85,0.0
37,0.6,0.98,0.76,0.19,0.48,0.0,1.33,0.29,0.0,0.41,0.09,0.0,0.88,1.02,0.18,0.0,0.88,0.86,0.0
38,0.617,0.98,0.56,0.09,0.36,0.0,1.33,0.37,0.0,0.34,0.06,0.0,0.89,1.08,0.16,0.0,0.93,0.97,0.0
39,0.633,0.98,0.64,0.08,0.41,0.0,1.35,0.41,0.0,0.38,0.05,0.0,1.0,1.1,0.28,0.0,0.97,1.02,0.0
40,0.65,0.98,0.71,0.08,0.43,0.0,1.39,0.46,0.0,0.38,0.05,0.0,1.09,1.06,0.29,0.0,0.96,1.03,0.0
