AU,悲伤_mean,积极_mean,中性_mean,悲伤_std,积极_std,中性_std,F_stat,p_value
AU04_r,1.3604668615984405,1.5990846153846154,1.094151329243354,0.499067372284779,0.28598513143927473,0.48152725466094354,1792.5317837210152,0.0
AU10_r,1.5914195906432747,1.342276923076923,1.8324698932060897,0.6331090610652728,0.3386092524986759,0.6808425438200175,1049.7402265174915,0.0
AU14_r,0.463187134502924,0.6452141025641026,0.4229538741195183,0.47234037194483164,0.3971219928901132,0.4669055770852421,527.8474771477488,2.3959560720604193e-226
AU15_r,0.32504239766081877,0.1623769230769231,0.5426834810270393,0.624317934383349,0.27958351163878775,1.2568610529611441,433.0464451916949,2.379479195882606e-186
AU17_r,0.9652480506822612,0.6822358974358975,0.8136309929561463,0.7994514791503567,0.5908326811990959,0.7265284723682076,426.38950750880895,1.5615447394728981e-183
AU25_r,0.5363323586744639,0.34373205128205125,0.6444285389684163,0.6460698764446555,0.36442727458286495,0.7181728418741644,425.2145047829697,4.908019233504305e-183
AU20_r,0.18109649122807017,0.15733846153846154,0.36977505112474435,0.3399531793919887,0.267314552651313,0.9045067396174106,371.7045977839128,2.3845345756890564e-160
AU06_r,0.3995165692007797,0.3073628205128205,0.4759418314019542,0.40657624128676395,0.29014122406120957,0.43715184052755374,292.65767158461216,1.0565636998317516e-126
AU45_r,0.1901120857699805,0.13398076923076924,0.28174505794137694,0.33611409854668156,0.21988391375362912,0.4710897116933314,273.95249016432905,1.0213268852098824e-118
AU26_r,0.8595263157894737,0.6198717948717949,0.7474255850942968,0.9799067912219599,0.7147345635856419,0.7863503708117536,206.08199087924038,1.14492439952866e-89
AU01_r,0.18340350877192982,0.11361153846153847,0.14379459213815043,0.34982141774793307,0.16221075360410797,0.21823194766969073,162.76442617765147,4.58825336723682e-71
AU07_r,1.0923815789473683,1.227776923076923,1.1250965689615995,0.5874731760388284,0.43238332528009926,0.7302273543793659,155.80102721081815,4.535777218332748e-68
AU23_r,0.21932504873294348,0.12256538461538462,0.21174051351965462,0.48412781808718175,0.21650113005385366,0.37644870290426063,153.18161656000606,6.075815509769602e-67
AU12_r,0.32117933723196884,0.3268153846153846,0.38977959554646674,0.35377970673653125,0.3652375226731802,0.2906640518695669,71.10913852420981,1.52974522591208e-31
AU02_r,0.12301218323586745,0.07770641025641026,0.12647580095432856,0.3592203706715001,0.17318904288174014,0.27434333805953975,63.992450387731154,1.8308278874720837e-28
AU05_r,0.05759746588693958,0.04433205128205128,0.060277209725062494,0.14136875367631782,0.10047867485651096,0.14159145267014642,32.5244418396859,7.741719290162848e-15
AU09_r,0.09919883040935672,0.10335000000000001,0.08196546239491025,0.2034386445685657,0.2061262883059054,0.18042320591084834,17.097730007919058,3.788156256584816e-08
