frame,timestamp,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
1,0.0,0.98,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.46,0.0,0.41,0.22,0.0,0.0,0.27,0.0,0.52
2,0.017,0.98,0.0,0.0,0.0,0.0,0.21,0.0,0.13,0.0,0.42,0.0,0.51,0.24,0.0,0.0,0.35,0.0,0.32
3,0.033,0.98,0.0,0.0,0.0,0.0,0.17,0.0,0.1,0.02,0.4,0.0,0.5,0.2,0.0,0.0,0.36,0.0,0.23
4,0.05,0.98,0.0,0.0,0.0,0.0,0.12,0.0,0.13,0.02,0.4,0.0,0.47,0.18,0.0,0.0,0.34,0.02,0.36
5,0.067,0.98,0.0,0.0,0.0,0.0,0.09,0.0,0.15,0.02,0.39,0.0,0.47,0.15,0.0,0.0,0.39,0.06,0.42
6,0.083,0.98,0.0,0.0,0.0,0.0,0.08,0.0,0.12,0.0,0.39,0.0,0.48,0.18,0.0,0.0,0.45,0.08,0.39
7,0.1,0.98,0.0,0.0,0.0,0.0,0.06,0.0,0.09,0.0,0.37,0.0,0.48,0.2,0.0,0.0,0.49,0.06,0.39
8,0.117,0.98,0.0,0.0,0.0,0.0,0.1,0.0,0.09,0.01,0.41,0.0,0.46,0.26,0.0,0.0,0.43,0.04,0.46
9,0.133,0.98,0.0,0.0,0.0,0.0,0.07,0.0,0.13,0.01,0.4,0.0,0.49,0.29,0.0,0.0,0.38,0.03,0.7
10,0.15,0.98,0.0,0.0,0.0,0.0,0.13,0.0,0.15,0.01,0.4,0.0,0.55,0.28,0.0,0.0,0.29,0.07,0.83
11,0.167,0.98,0.0,0.0,0.0,0.0,0.1,0.0,0.17,0.0,0.37,0.0,0.55,0.23,0.0,0.0,0.29,0.16,0.98
12,0.183,0.98,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.38,0.0,0.61,0.27,0.0,0.0,0.27,0.22,0.9
13,0.2,0.98,0.0,0.0,0.0,0.0,0.15,0.0,0.13,0.01,0.41,0.0,0.65,0.3,0.0,0.0,0.28,0.28,0.83
14,0.217,0.98,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.01,0.44,0.0,0.7,0.35,0.0,0.0,0.27,0.26,0.67
15,0.233,0.98,0.0,0.0,0.0,0.0,0.15,0.0,0.12,0.01,0.46,0.0,0.65,0.35,0.0,0.0,0.28,0.23,0.66
16,0.25,0.98,0.0,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.47,0.0,0.56,0.33,0.0,0.0,0.28,0.19,0.55
17,0.267,0.98,0.0,0.0,0.0,0.0,0.12,0.0,0.07,0.0,0.47,0.0,0.47,0.3,0.0,0.0,0.35,0.19,0.53
18,0.283,0.98,0.0,0.0,0.0,0.0,0.14,0.0,0.17,0.0,0.48,0.0,0.52,0.28,0.0,0.0,0.39,0.25,0.45
19,0.3,0.98,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.45,0.0,0.59,0.28,0.0,0.0,0.36,0.26,0.53
20,0.317,0.98,0.0,0.0,0.0,0.0,0.12,0.0,0.13,0.0,0.44,0.0,0.63,0.3,0.0,0.0,0.28,0.2,0.61
21,0.333,0.98,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.47,0.0,0.67,0.35,0.0,0.0,0.29,0.18,0.64
22,0.35,0.98,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.51,0.0,0.73,0.43,0.0,0.0,0.31,0.14,0.58
